Location,Longitude,Lattitude,Date,I 131 (Bq/m3)
STOCKHOLM,18.08,59.33,86/04/30,2.39
STOCKHOLM,18.08,59.33,86/04/30,2.28
STOCKHOLM,18.08,59.33,86/05/01,0.0733
STOCKHOLM,18.08,59.33,86/05/01,0.0933
STOCKHOLM,18.08,59.33,86/05/02,0.0585
STOCKHOLM,18.08,59.33,86/05/02,0.042
STOCKHOLM,18.08,59.33,86/05/03,0.0416
STOCKHOLM,18.08,59.33,86/05/03,0.0632
STOCKHOLM,18.08,59.33,86/05/04,0.0234
STOCKHOLM,18.08,59.33,86/05/05,0.0912
STOCKHOLM,18.08,59.33,86/05/05,0.174
STOCKHOLM,18.08,59.33,86/05/06,0.093
STOCKHOLM,18.08,59.33,86/05/06,0.15
STOCKHOLM,18.08,59.33,86/05/07,0.216
STOCKHOLM,18.08,59.33,86/05/07,0.138
STOCKHOLM,18.08,59.33,86/05/08,0.142
STOCKHOLM,18.08,59.33,86/05/08,1.85
STOCKHOLM,18.08,59.33,86/05/09,1.05
STOCKHOLM,18.08,59.33,86/05/09,1.34
STOCKHOLM,18.08,59.33,86/05/09,0.0547
STOCKHOLM,18.08,59.33,86/05/10,0.0156
STOCKHOLM,18.08,59.33,86/05/10,0.0139
STOCKHOLM,18.08,59.33,86/05/11,0.00847
STOCKHOLM,18.08,59.33,86/05/12,0.00969
STOCKHOLM,18.08,59.33,86/05/12,0.00513
STOCKHOLM,18.08,59.33,86/05/13,0.00291
STOCKHOLM,18.08,59.33,86/05/13,0.00526
STOCKHOLM,18.08,59.33,86/05/14,0.00698
STOCKHOLM,18.08,59.33,86/05/15,0.00374
STOCKHOLM,18.08,59.33,86/05/16,0.00331
STOCKHOLM,18.08,59.33,86/05/17,0.00154
STOCKHOLM,18.08,59.33,86/05/18,0.00135
STOCKHOLM,18.08,59.33,86/05/19,0.0015
STOCKHOLM,18.08,59.33,86/05/20,0.000972
STOCKHOLM,18.08,59.33,86/05/21,0.0015
STOCKHOLM,18.08,59.33,86/05/22,0.00216
STOCKHOLM,18.08,59.33,86/05/23,0.00197
STOCKHOLM,18.08,59.33,86/05/25,0.00176
STOCKHOLM,18.08,59.33,86/05/26,0.000745
STOCKHOLM,18.08,59.33,86/05/27,0.00102
STOCKHOLM,18.08,59.33,86/05/28,0.000524
STOCKHOLM,18.08,59.33,86/05/29,0.000534
STOCKHOLM,18.08,59.33,86/05/30,0.000364
STOCKHOLM,18.08,59.33,86/05/31,0.000338
UMEAA,20.25,63.83,86/04/28,0.000367
UMEAA,20.25,63.83,86/04/29,0.08
UMEAA,20.25,63.83,86/04/29,0.708
UMEAA,20.25,63.83,86/04/30,0.179
UMEAA,20.25,63.83,86/04/30,0.0837
UMEAA,20.25,63.83,86/05/01,1.11
UMEAA,20.25,63.83,86/05/01,0.374
UMEAA,20.25,63.83,86/05/02,0.227
UMEAA,20.25,63.83,86/05/03,0.183
UMEAA,20.25,63.83,86/05/04,0.0538
UMEAA,20.25,63.83,86/05/04,0.114
UMEAA,20.25,63.83,86/05/05,0.047
UMEAA,20.25,63.83,86/05/05,0.0459
UMEAA,20.25,63.83,86/05/06,0.0701
UMEAA,20.25,63.83,86/05/07,0.0489
UMEAA,20.25,63.83,86/05/08,0.0415
UMEAA,20.25,63.83,86/05/09,0.0242
UMEAA,20.25,63.83,86/05/10,0.107
UMEAA,20.25,63.83,86/05/11,0.0104
UMEAA,20.25,63.83,86/05/12,0.00766
UMEAA,20.25,63.83,86/05/13,0.0151
UMEAA,20.25,63.83,86/05/14,0.003
UMEAA,20.25,63.83,86/05/15,0.00265
UMEAA,20.25,63.83,86/05/16,0.00259
UMEAA,20.25,63.83,86/05/17,0.00217
UMEAA,20.25,63.83,86/05/18,0.00143
UMEAA,20.25,63.83,86/05/19,0.00296
UMEAA,20.25,63.83,86/05/20,0.00173
UMEAA,20.25,63.83,86/05/21,0.000832
UMEAA,20.25,63.83,86/05/22,0.00089
UMEAA,20.25,63.83,86/05/23,0.00116
UMEAA,20.25,63.83,86/05/24,0.00134
UMEAA,20.25,63.83,86/05/25,0.00185
UMEAA,20.25,63.83,86/05/26,0.000948
BANSKA,48.73,19.17,86/05/02,1.24
BANSKA,48.73,19.17,86/05/08,1.29
BRATISLAVA,48.17,17.17,86/04/30,5.94
BRATISLAVA,48.17,17.17,86/05/01,14.4
BRATISLAVA,48.17,17.17,86/05/02,4.9
BRATISLAVA,48.17,17.17,86/05/03,1
BRATISLAVA,48.17,17.17,86/05/04,5.5
BRATISLAVA,48.17,17.17,86/05/05,1.2
BRATISLAVA,48.17,17.17,86/05/06,0.34
BRATISLAVA,48.17,17.17,86/05/07,2.4
BRATISLAVA,48.17,17.17,86/05/08,1.9
BRATISLAVA,48.17,17.17,86/05/09,0.21
CESKE,48.97,14.43,86/05/01,28.9
CESKE,48.97,14.43,86/05/02,4.88
CESKE,48.97,14.43,86/05/03,6.97
CESKE,48.97,14.43,86/05/04,5.81
CESKE,48.97,14.43,86/05/05,2.5
CESKE,48.97,14.43,86/05/06,1.07
CESKE,48.97,14.43,86/05/07,1.14
CESKE,48.97,14.43,86/05/08,0.33
CESKE,48.97,14.43,86/05/09,0.088
CESKE,48.97,14.43,86/05/10,0.096
CESKE,48.97,14.43,86/05/11,0.06
CESKE,48.97,14.43,86/05/12,0.066
HRADEC,50.22,15.83,86/05/01,23.8
HRADEC,50.22,15.83,86/05/02,0.71
HRADEC,50.22,15.83,86/05/03,0.4
HRADEC,50.22,15.83,86/05/04,1.51
HRADEC,50.22,15.83,86/05/05,3.12
HRADEC,50.22,15.83,86/05/06,0.65
HRADEC,50.22,15.83,86/05/07,0.72
HRADEC,50.22,15.83,86/05/08,1.71
HRADEC,50.22,15.83,86/05/09,0.25
JASLOVSKE,48.5,17.45,86/04/30,10.1
JASLOVSKE,48.5,17.45,86/05/01,9.11
JASLOVSKE,48.5,17.45,86/05/02,2.99
JASLOVSKE,48.5,17.45,86/05/03,0.441
JASLOVSKE,48.5,17.45,86/05/04,2.67
JASLOVSKE,48.5,17.45,86/05/05,0.882
JASLOVSKE,48.5,17.45,86/05/06,0.18
JASLOVSKE,48.5,17.45,86/05/07,0.773
JASLOVSKE,48.5,17.45,86/05/08,2.85
JASLOVSKE,48.5,17.45,86/05/09,0.123
JASLOVSKE,48.5,17.45,86/05/10,0.112
KOSICE,21.25,48.73,86/04/30,8.05
KOSICE,21.25,48.73,86/05/01,3.7
KOSICE,21.25,48.73,86/05/01,18.3
KOSICE,21.25,48.73,86/05/02,0.452
KOSICE,21.25,48.73,86/05/02,0.254
KOSICE,21.25,48.73,86/05/03,0.247
KOSICE,21.25,48.73,86/05/04,0.22
KOSICE,21.25,48.73,86/05/05,0.179
KOSICE,21.25,48.73,86/05/06,6.8
KOSICE,21.25,48.73,86/05/07,2.57
KOSICE,21.25,48.73,86/05/08,1.76
KOSICE,21.25,48.73,86/05/09,0.962
KOSICE,21.25,48.73,86/05/10,0.017
KOSICE,21.25,48.73,86/05/11,0.03
KOSICE,21.25,48.73,86/05/12,0.022
KOSICE,21.25,48.73,86/05/13,0.035
KOSICE,21.25,48.73,86/05/14,0.021
KOSICE,21.25,48.73,86/05/15,0.025
KOSICE,21.25,48.73,86/05/16,0.034
KOSICE,21.25,48.73,86/05/17,0.0049
KOSICE,21.25,48.73,86/05/18,0.0061
KOSICE,21.25,48.73,86/05/19,0.0055
KOSICE,21.25,48.73,86/05/21,0.0051
KOSICE,21.25,48.73,86/05/23,0.0042
KOSICE,21.25,48.73,86/05/26,0.0023
KOSICE,21.25,48.73,86/05/28,0.0023
KOSICE,21.25,48.73,86/05/30,0.0002
MORAVSKY,49.08,16.33,86/04/30,21.1
MORAVSKY,49.08,16.33,86/05/01,18.6
MORAVSKY,49.08,16.33,86/05/02,2.3
MORAVSKY,49.08,16.33,86/05/03,0.716
MORAVSKY,49.08,16.33,86/05/04,5.44
MORAVSKY,49.08,16.33,86/05/05,3.15
MORAVSKY,49.08,16.33,86/05/06,1.31
MORAVSKY,49.08,16.33,86/05/07,2.03
MORAVSKY,49.08,16.33,86/05/08,2.25
MORAVSKY,49.08,16.33,86/05/09,0.225
MORAVSKY,49.08,16.33,86/05/10,0.048
MORAVSKY,49.08,16.33,86/05/11,0.042
PRAHA,50.08,14.42,86/04/30,11
PRAHA,50.08,14.42,86/05/01,20.5
PRAHA,50.08,14.42,86/05/02,1.95
PRAHA,50.08,14.42,86/05/03,1.4
PRAHA,50.08,14.42,86/05/04,1.3
PRAHA,50.08,14.42,86/05/05,0.627
PRAHA,50.08,14.42,86/05/06,0.34
PRAHA,50.08,14.42,86/05/07,0.647
PRAHA,50.08,14.42,86/05/08,0.987
PRAHA,50.08,14.42,86/05/09,0.087
PRAHA,50.08,14.42,86/05/10,0.021
PRAHA,50.08,14.42,86/05/11,0.009
PRAHA,50.08,14.42,86/05/12,0.008
PRAHA,50,14.42,86/04/30,70
PRAHA,50,14.42,86/04/30,50
PRAHA,50,14.42,86/04/30,45
PRAHA,50,14.42,86/05/01,14.7
PRAHA,50,14.42,86/05/01,6
PRAHA,50,14.42,86/05/02,2.8
PRAHA,50,14.42,86/05/02,1.1
PRAHA,50,14.42,86/05/03,0.7
PRAHA,50,14.42,86/05/03,4.7
PRAHA,50,14.42,86/05/04,4.6
PRAHA,50,14.42,86/05/04,5.5
PRAHA,50,14.42,86/05/05,2.8
PRAHA,50,14.42,86/05/05,5.5
PRAHA,50,14.42,86/05/06,1.5
PRAHA,50,14.42,86/05/06,0.5
PRAHA,50,14.42,86/05/07,1.5
PRAHA,50,14.42,86/05/07,1.1
PRAHA,50,14.42,86/05/08,0.9
PRAHA,50,14.42,86/05/08,0.1
PRAHA,50,14.42,86/05/14,0.029
PRAHA,50,14.42,86/05/19,0.0035
PRAHA,50,14.42,86/05/23,0.0027
PRAHA,50,14.42,86/05/28,0.0013
USTI,50.68,14,86/05/01,5.24
USTI,50.68,14,86/05/02,4.81
USTI,50.68,14,86/05/03,0.196
USTI,50.68,14,86/05/04,1.3
USTI,50.68,14,86/05/05,1.32
BUDAPEST,19.1,47.5,86/04/30,0.9
BUDAPEST,19.1,47.5,86/05/01,1.9
BUDAPEST,19.1,47.5,86/05/02,4.1
BUDAPEST,19.1,47.5,86/05/03,0.75
BUDAPEST,19.1,47.5,86/05/04,1.6
BUDAPEST,19.1,47.5,86/05/05,0.42
BUDAPEST,19.1,47.5,86/05/06,0.44
BUDAPEST,19.1,47.5,86/05/07,3.7
BUDAPEST,19.1,47.5,86/05/08,2.2
BUDAPEST,19.1,47.5,86/05/09,0.75
BUDAPEST,19.1,47.5,86/05/10,0.054
BUDAPEST,19.1,47.5,86/05/11,0.051
